#,Date Time,Temp (°C) c:2,Water Level (meters)
206,3/29/2019 22:10,1.764,0.145
207,3/29/2019 22:20,1.764,0.146
208,3/29/2019 22:30,1.764,0.145
209,3/29/2019 22:40,1.764,0.145
210,3/29/2019 22:50,1.764,0.147
211,3/29/2019 23:00,1.764,0.146
212,3/29/2019 23:10,1.764,0.145
213,3/29/2019 23:20,1.764,0.147
214,3/29/2019 23:30,1.764,0.147
215,3/29/2019 23:40,1.764,0.145
216,3/29/2019 23:50,1.764,0.145
217,3/30/2019 0:00,1.764,0.144
218,3/30/2019 0:10,1.764,0.145
219,3/30/2019 0:20,1.764,0.144
220,3/30/2019 0:30,1.764,0.143
221,3/30/2019 0:40,1.764,0.143
222,3/30/2019 0:50,1.764,0.144
223,3/30/2019 1:00,1.764,0.142
224,3/30/2019 1:10,1.764,0.143
225,3/30/2019 1:20,1.764,0.143
226,3/30/2019 1:30,1.764,0.142
227,3/30/2019 1:40,1.764,0.14
228,3/30/2019 1:50,1.764,0.142
229,3/30/2019 2:00,1.764,0.14
230,3/30/2019 2:10,1.656,0.139
231,3/30/2019 2:20,1.764,0.141
232,3/30/2019 2:30,1.764,0.141
233,3/30/2019 2:40,1.764,0.138
234,3/30/2019 2:50,1.656,0.137
235,3/30/2019 3:00,1.656,0.136
236,3/30/2019 3:10,1.656,0.137
237,3/30/2019 3:20,1.764,0.137
238,3/30/2019 3:30,1.656,0.135
239,3/30/2019 3:40,1.656,0.135
240,3/30/2019 3:50,1.656,0.133
241,3/30/2019 4:00,1.656,0.134
242,3/30/2019 4:10,1.656,0.134
243,3/30/2019 4:20,1.656,0.134
244,3/30/2019 4:30,1.656,0.132
245,3/30/2019 4:40,1.656,0.131
246,3/30/2019 4:50,1.656,0.131
247,3/30/2019 5:00,1.656,0.131
248,3/30/2019 5:10,1.656,0.131
249,3/30/2019 5:20,1.656,0.132
250,3/30/2019 5:30,1.656,0.13
251,3/30/2019 5:40,1.656,0.131
252,3/30/2019 5:50,1.656,0.13
253,3/30/2019 6:00,1.656,0.129
254,3/30/2019 6:10,1.656,0.126
255,3/30/2019 6:20,1.656,0.128
256,3/30/2019 6:30,1.656,0.128
257,3/30/2019 6:40,1.656,0.129
258,3/30/2019 6:50,1.656,0.128
259,3/30/2019 7:00,1.656,0.126
260,3/30/2019 7:10,1.656,0.128
261,3/30/2019 7:20,1.656,0.124
262,3/30/2019 7:30,1.656,0.126
263,3/30/2019 7:40,1.656,0.125
264,3/30/2019 7:50,1.656,0.124
265,3/30/2019 8:00,1.656,0.125
266,3/30/2019 8:10,1.656,0.123
267,3/30/2019 8:20,1.656,0.123
268,3/30/2019 8:30,1.656,0.123
269,3/30/2019 8:40,1.656,0.121
270,3/30/2019 8:50,1.656,0.122
271,3/30/2019 9:00,1.656,0.123
272,3/30/2019 9:10,1.656,0.121
273,3/30/2019 9:20,1.656,0.121
274,3/30/2019 9:30,1.656,0.121
275,3/30/2019 9:40,1.656,0.12
276,3/30/2019 9:50,1.656,0.121
277,3/30/2019 10:00,1.656,0.119
278,3/30/2019 10:10,1.656,0.12
279,3/30/2019 10:20,1.656,0.119
280,3/30/2019 10:30,1.656,0.119
281,3/30/2019 10:40,1.656,0.12
282,3/30/2019 10:50,1.656,0.121
283,3/30/2019 11:00,1.656,0.12
284,3/30/2019 11:10,1.656,0.121
285,3/30/2019 11:20,1.656,0.12
286,3/30/2019 11:30,1.656,0.118
287,3/30/2019 11:40,1.656,0.118
288,3/30/2019 11:50,1.656,0.119
289,3/30/2019 12:00,1.656,0.119
290,3/30/2019 12:10,1.656,0.119
291,3/30/2019 12:20,1.656,0.117
292,3/30/2019 12:30,1.656,0.119
293,3/30/2019 12:40,1.656,0.118
294,3/30/2019 12:50,1.656,0.118
295,3/30/2019 13:00,1.656,0.118
296,3/30/2019 13:10,1.656,0.116
297,3/30/2019 13:20,1.656,0.12
298,3/30/2019 13:30,1.656,0.118
299,3/30/2019 13:40,1.656,0.119
300,3/30/2019 13:50,1.656,0.119
301,3/30/2019 14:00,1.656,0.118
302,3/30/2019 14:10,1.656,0.118
303,3/30/2019 14:20,1.656,0.118
304,3/30/2019 14:30,1.656,0.117
305,3/30/2019 14:40,1.656,0.117
306,3/30/2019 14:50,1.656,0.119
307,3/30/2019 15:00,1.656,0.116
308,3/30/2019 15:10,1.656,0.119
309,3/30/2019 15:20,1.656,0.118
310,3/30/2019 15:30,1.656,0.118
311,3/30/2019 15:40,1.656,0.119
312,3/30/2019 15:50,1.656,0.119
313,3/30/2019 16:00,1.656,0.118
314,3/30/2019 16:10,1.656,0.118
315,3/30/2019 16:20,1.656,0.118
316,3/30/2019 16:30,1.656,0.116
317,3/30/2019 16:40,1.656,0.117
318,3/30/2019 16:50,1.656,0.116
319,3/30/2019 17:00,1.656,0.116
320,3/30/2019 17:10,1.656,0.115
321,3/30/2019 17:20,1.656,0.116
322,3/30/2019 17:30,1.656,0.114
323,3/30/2019 17:40,1.656,0.115
324,3/30/2019 17:50,1.656,0.117
325,3/30/2019 18:00,1.656,0.116
326,3/30/2019 18:10,1.656,0.115
327,3/30/2019 18:20,1.656,0.116
328,3/30/2019 18:30,1.656,0.115
329,3/30/2019 18:40,1.656,0.114
330,3/30/2019 18:50,1.656,0.113
331,3/30/2019 19:00,1.656,0.112
332,3/30/2019 19:10,1.656,0.113
333,3/30/2019 19:20,1.656,0.112
334,3/30/2019 19:30,1.656,0.111
335,3/30/2019 19:40,1.656,0.11
336,3/30/2019 19:50,1.656,0.11
337,3/30/2019 20:00,1.656,0.111
338,3/30/2019 20:10,1.656,0.111
339,3/30/2019 20:20,1.656,0.109
340,3/30/2019 20:30,1.656,0.109
341,3/30/2019 20:40,1.656,0.108
342,3/30/2019 20:50,1.656,0.113
343,3/30/2019 21:00,1.656,0.113
344,3/30/2019 21:10,1.656,0.109
345,3/30/2019 21:20,1.656,0.109
346,3/30/2019 21:30,1.656,0.109
347,3/30/2019 21:40,1.656,0.11
348,3/30/2019 21:50,1.656,0.11
349,3/30/2019 22:00,1.656,0.109
350,3/30/2019 22:10,1.656,0.108
351,3/30/2019 22:20,1.656,0.112
352,3/30/2019 22:30,1.656,0.113
353,3/30/2019 22:40,1.656,0.113
354,3/30/2019 22:50,1.656,0.112
355,3/30/2019 23:00,1.656,0.114
356,3/30/2019 23:10,1.656,0.114
357,3/30/2019 23:20,1.656,0.115
358,3/30/2019 23:30,1.656,0.118
359,3/30/2019 23:40,1.656,0.118
360,3/30/2019 23:50,1.656,0.121
361,3/31/2019 0:00,1.656,0.122
362,3/31/2019 0:10,1.656,0.122
363,3/31/2019 0:20,1.656,0.122
364,3/31/2019 0:30,1.656,0.124
365,3/31/2019 0:40,1.656,0.124
366,3/31/2019 0:50,1.656,0.126
367,3/31/2019 1:00,1.656,0.126
368,3/31/2019 1:10,1.656,0.129
369,3/31/2019 1:20,1.656,0.128
370,3/31/2019 1:30,1.656,0.129
371,3/31/2019 1:40,1.656,0.127
372,3/31/2019 1:50,1.656,0.129
373,3/31/2019 2:00,1.656,0.13
374,3/31/2019 2:10,1.656,0.13
375,3/31/2019 2:20,1.656,0.131
376,3/31/2019 2:30,1.656,0.131
377,3/31/2019 2:40,1.656,0.131
378,3/31/2019 2:50,1.656,0.131
379,3/31/2019 3:00,1.656,0.133
380,3/31/2019 3:10,1.656,0.131
381,3/31/2019 3:20,1.656,0.134
382,3/31/2019 3:30,1.656,0.132
383,3/31/2019 3:40,1.656,0.134
384,3/31/2019 3:50,1.656,0.138
385,3/31/2019 4:00,1.656,0.138
386,3/31/2019 4:10,1.656,0.137
387,3/31/2019 4:20,1.656,0.14
388,3/31/2019 4:30,1.656,0.141
389,3/31/2019 4:40,1.656,0.142
390,3/31/2019 4:50,1.656,0.143
391,3/31/2019 5:00,1.656,0.144
392,3/31/2019 5:10,1.764,0.145
393,3/31/2019 5:20,1.656,0.147
394,3/31/2019 5:30,1.764,0.148
395,3/31/2019 5:40,1.764,0.148
396,3/31/2019 5:50,1.764,0.149
397,3/31/2019 6:00,1.764,0.152
398,3/31/2019 6:10,1.764,0.151
399,3/31/2019 6:20,1.764,0.154
400,3/31/2019 6:30,1.764,0.153
401,3/31/2019 6:40,1.764,0.155
402,3/31/2019 6:50,1.764,0.156
403,3/31/2019 7:00,1.764,0.165
404,3/31/2019 7:10,1.764,0.169
405,3/31/2019 7:20,1.764,0.177
406,3/31/2019 7:30,1.764,0.185
407,3/31/2019 7:40,1.764,0.187
408,3/31/2019 7:50,1.764,0.19
409,3/31/2019 8:00,1.764,0.195
410,3/31/2019 8:10,1.764,0.197
411,3/31/2019 8:20,1.764,0.199
412,3/31/2019 8:30,1.764,0.206
413,3/31/2019 8:40,1.764,0.208
414,3/31/2019 8:50,1.764,0.21
415,3/31/2019 9:00,1.764,0.214
416,3/31/2019 9:10,1.764,0.213
417,3/31/2019 9:20,1.764,0.217
418,3/31/2019 9:30,1.764,0.219
419,3/31/2019 9:40,1.764,0.22
420,3/31/2019 9:50,1.764,0.224
421,3/31/2019 10:00,1.764,0.228
422,3/31/2019 10:10,1.764,0.23
423,3/31/2019 10:20,1.764,0.234
424,3/31/2019 10:30,1.764,0.237
425,3/31/2019 10:40,1.764,0.238
426,3/31/2019 10:50,1.764,0.238
427,3/31/2019 11:00,1.764,0.24
428,3/31/2019 11:10,1.764,0.242
429,3/31/2019 11:20,1.764,0.242
430,3/31/2019 11:30,1.764,0.244
431,3/31/2019 11:40,1.764,0.242
432,3/31/2019 11:50,1.764,0.242
433,3/31/2019 12:00,1.764,0.243
434,3/31/2019 12:10,1.764,0.249
435,3/31/2019 12:20,1.764,0.252
436,3/31/2019 12:30,1.656,0.254
437,3/31/2019 12:40,1.656,0.258
438,3/31/2019 12:50,1.656,0.261
439,3/31/2019 13:00,1.656,0.263
440,3/31/2019 13:10,1.656,0.269
441,3/31/2019 13:20,1.656,0.269
442,3/31/2019 13:30,1.656,0.271
443,3/31/2019 13:40,1.656,0.276
444,3/31/2019 13:50,1.656,0.278
445,3/31/2019 14:00,1.656,0.281
446,3/31/2019 14:10,1.656,0.282
447,3/31/2019 14:20,1.656,0.276
448,3/31/2019 14:30,1.656,0.278
449,3/31/2019 14:40,1.656,0.277
450,3/31/2019 14:50,1.656,0.277
451,3/31/2019 15:00,1.548,0.276
452,3/31/2019 15:10,1.548,0.273
453,3/31/2019 15:20,1.548,0.274
454,3/31/2019 15:30,1.548,0.273
455,3/31/2019 15:40,1.548,0.273
456,3/31/2019 15:50,1.548,0.271
457,3/31/2019 16:00,1.548,0.27
458,3/31/2019 16:10,1.548,0.27
459,3/31/2019 16:20,1.548,0.266
460,3/31/2019 16:30,1.548,0.262
461,3/31/2019 16:40,1.439,0.257
462,3/31/2019 16:50,1.439,0.254
463,3/31/2019 17:00,1.439,0.252
464,3/31/2019 17:10,1.439,0.252
465,3/31/2019 17:20,1.439,0.247
466,3/31/2019 17:30,1.439,0.243
467,3/31/2019 17:40,1.439,0.243
468,3/31/2019 17:50,1.439,0.24
469,3/31/2019 18:00,1.439,0.237
470,3/31/2019 18:10,1.439,0.234
471,3/31/2019 18:20,1.439,0.229
472,3/31/2019 18:30,1.439,0.225
473,3/31/2019 18:40,1.439,0.223
474,3/31/2019 18:50,1.439,0.218
475,3/31/2019 19:00,1.439,0.216
476,3/31/2019 19:10,1.439,0.211
477,3/31/2019 19:20,1.439,0.208
478,3/31/2019 19:30,1.439,0.204
479,3/31/2019 19:40,1.439,0.2
480,3/31/2019 19:50,1.439,0.199
481,3/31/2019 20:00,1.439,0.197
482,3/31/2019 20:10,1.439,0.196
483,3/31/2019 20:20,1.439,0.193
484,3/31/2019 20:30,1.439,0.191
485,3/31/2019 20:40,1.439,0.19
486,3/31/2019 20:50,1.439,0.19
487,3/31/2019 21:00,1.439,0.191
488,3/31/2019 21:10,1.439,0.187
489,3/31/2019 21:20,1.439,0.186
490,3/31/2019 21:30,1.439,0.185
491,3/31/2019 21:40,1.439,0.183
492,3/31/2019 21:50,1.439,0.187
493,3/31/2019 22:00,1.439,0.185
494,3/31/2019 22:10,1.439,0.185
495,3/31/2019 22:20,1.439,0.18
496,3/31/2019 22:30,1.439,0.18
497,3/31/2019 22:40,1.439,0.18
498,3/31/2019 22:50,1.439,0.178
499,3/31/2019 23:00,1.439,0.175
500,3/31/2019 23:10,1.439,0.172
501,3/31/2019 23:20,1.439,0.173
502,3/31/2019 23:30,1.439,0.171
503,3/31/2019 23:40,1.439,0.169
504,3/31/2019 23:50,1.439,0.169
505,4/1/2019 0:00,1.439,0.167
506,4/1/2019 0:10,1.439,0.165
507,4/1/2019 0:20,1.439,0.166
508,4/1/2019 0:30,1.439,0.162
509,4/1/2019 0:40,1.439,0.163
510,4/1/2019 0:50,1.439,0.16
511,4/1/2019 1:00,1.439,0.161
512,4/1/2019 1:10,1.439,0.157
513,4/1/2019 1:20,1.439,0.158
514,4/1/2019 1:30,1.439,0.157
515,4/1/2019 1:40,1.439,0.153
516,4/1/2019 1:50,1.548,0.154
517,4/1/2019 2:00,1.548,0.155
518,4/1/2019 2:10,1.548,0.156
519,4/1/2019 2:20,1.548,0.152
520,4/1/2019 2:30,1.548,0.152
521,4/1/2019 2:40,1.548,0.154
522,4/1/2019 2:50,1.548,0.15
523,4/1/2019 3:00,1.548,0.155
524,4/1/2019 3:10,1.548,0.152
525,4/1/2019 3:20,1.548,0.152
526,4/1/2019 3:30,1.548,0.149
527,4/1/2019 3:40,1.548,0.149
528,4/1/2019 3:50,1.548,0.15
529,4/1/2019 4:00,1.548,0.149
530,4/1/2019 4:10,1.548,0.148
531,4/1/2019 4:20,1.548,0.147
532,4/1/2019 4:30,1.548,0.148
533,4/1/2019 4:40,1.548,0.146
534,4/1/2019 4:50,1.548,0.146
535,4/1/2019 5:00,1.548,0.145
536,4/1/2019 5:10,1.548,0.146
537,4/1/2019 5:20,1.548,0.144
538,4/1/2019 5:30,1.548,0.146
539,4/1/2019 5:40,1.548,0.144
540,4/1/2019 5:50,1.548,0.142
541,4/1/2019 6:00,1.548,0.144
542,4/1/2019 6:10,1.548,0.142
543,4/1/2019 6:20,1.548,0.141
544,4/1/2019 6:30,1.548,0.143
545,4/1/2019 6:40,1.548,0.143
546,4/1/2019 6:50,1.548,0.144
547,4/1/2019 7:00,1.548,0.143
548,4/1/2019 7:10,1.548,0.14
549,4/1/2019 7:20,1.548,0.141
550,4/1/2019 7:30,1.548,0.139
551,4/1/2019 7:40,1.548,0.139
552,4/1/2019 7:50,1.548,0.139
553,4/1/2019 8:00,1.548,0.14
554,4/1/2019 8:10,1.548,0.139
555,4/1/2019 8:20,1.548,0.141
556,4/1/2019 8:30,1.548,0.14
557,4/1/2019 8:40,1.548,0.14
558,4/1/2019 8:50,1.548,0.139
559,4/1/2019 9:00,1.548,0.135
560,4/1/2019 9:10,1.548,0.138
561,4/1/2019 9:20,1.548,0.137
562,4/1/2019 9:30,1.548,0.135
563,4/1/2019 9:40,1.548,0.136
564,4/1/2019 9:50,1.548,0.134
565,4/1/2019 10:00,1.548,0.133
566,4/1/2019 10:10,1.548,0.133
567,4/1/2019 10:20,1.548,0.136
568,4/1/2019 10:30,1.548,0.13
569,4/1/2019 10:40,1.548,0.132
570,4/1/2019 10:50,1.548,0.13
571,4/1/2019 11:00,1.548,0.131
572,4/1/2019 11:10,1.548,0.131
573,4/1/2019 11:20,1.548,0.129
574,4/1/2019 11:30,1.548,0.129
575,4/1/2019 11:40,1.548,0.13
576,4/1/2019 11:50,1.548,0.129
577,4/1/2019 12:00,1.548,0.128
578,4/1/2019 12:10,1.548,0.129
579,4/1/2019 12:20,1.548,0.125
580,4/1/2019 12:30,1.548,0.124
581,4/1/2019 12:40,1.548,0.12
582,4/1/2019 12:50,1.548,0.123
583,4/1/2019 13:00,1.548,0.125
584,4/1/2019 13:10,1.548,0.122
585,4/1/2019 13:20,1.548,0.124
586,4/1/2019 13:30,1.548,0.122
587,4/1/2019 13:40,1.548,0.125
588,4/1/2019 13:50,1.548,0.126
589,4/1/2019 14:00,1.548,0.122
590,4/1/2019 14:10,1.548,0.119
591,4/1/2019 14:20,1.548,0.122
592,4/1/2019 14:30,1.548,0.121
593,4/1/2019 14:40,1.548,0.121
594,4/1/2019 14:50,1.548,0.116
595,4/1/2019 15:00,1.548,0.119
596,4/1/2019 15:10,1.548,0.116
597,4/1/2019 15:20,1.548,0.116
598,4/1/2019 15:30,1.548,0.119
599,4/1/2019 15:40,1.548,0.119
600,4/1/2019 15:50,1.548,0.116
601,4/1/2019 16:00,1.548,0.112
602,4/1/2019 16:10,1.548,0.118
603,4/1/2019 16:20,1.548,0.119
604,4/1/2019 16:30,1.548,0.115
605,4/1/2019 16:40,1.548,0.119
606,4/1/2019 16:50,1.548,0.116
607,4/1/2019 17:00,1.548,0.116
608,4/1/2019 17:10,1.548,0.117
609,4/1/2019 17:20,1.548,0.116
610,4/1/2019 17:30,1.548,0.117
611,4/1/2019 17:40,1.548,0.117
612,4/1/2019 17:50,1.548,0.117
613,4/1/2019 18:00,1.548,0.118
614,4/1/2019 18:10,1.548,0.121
615,4/1/2019 18:20,1.548,0.121
616,4/1/2019 18:30,1.548,0.12
617,4/1/2019 18:40,1.548,0.118
618,4/1/2019 18:50,1.548,0.119
619,4/1/2019 19:00,1.548,0.119
620,4/1/2019 19:10,1.548,0.119
621,4/1/2019 19:20,1.548,0.12
622,4/1/2019 19:30,1.548,0.118
623,4/1/2019 19:40,1.548,0.118
624,4/1/2019 19:50,1.548,0.121
625,4/1/2019 20:00,1.548,0.117
626,4/1/2019 20:10,1.548,0.118
627,4/1/2019 20:20,1.548,0.12
628,4/1/2019 20:30,1.548,0.118
629,4/1/2019 20:40,1.548,0.121
630,4/1/2019 20:50,1.548,0.118
631,4/1/2019 21:00,1.548,0.118
632,4/1/2019 21:10,1.548,0.119
633,4/1/2019 21:20,1.548,0.119
634,4/1/2019 21:30,1.548,0.117
635,4/1/2019 21:40,1.548,0.116
636,4/1/2019 21:50,1.548,0.118
637,4/1/2019 22:00,1.548,0.116
638,4/1/2019 22:10,1.548,0.115
639,4/1/2019 22:20,1.548,0.116
640,4/1/2019 22:30,1.548,0.115
641,4/1/2019 22:40,1.548,0.116
642,4/1/2019 22:50,1.548,0.116
643,4/1/2019 23:00,1.548,0.116
644,4/1/2019 23:10,1.548,0.116
645,4/1/2019 23:20,1.548,0.115
646,4/1/2019 23:30,1.548,0.114
647,4/1/2019 23:40,1.548,0.115
648,4/1/2019 23:50,1.548,0.114
649,4/2/2019 0:00,1.548,0.115
650,4/2/2019 0:10,1.548,0.113
651,4/2/2019 0:20,1.548,0.113
652,4/2/2019 0:30,1.548,0.111
653,4/2/2019 0:40,1.548,0.112
654,4/2/2019 0:50,1.548,0.111
655,4/2/2019 1:00,1.548,0.112
656,4/2/2019 1:10,1.548,0.112
657,4/2/2019 1:20,1.548,0.113
658,4/2/2019 1:30,1.548,0.11
659,4/2/2019 1:40,1.548,0.11
660,4/2/2019 1:50,1.548,0.11
661,4/2/2019 2:00,1.548,0.11
662,4/2/2019 2:10,1.548,0.112
663,4/2/2019 2:20,1.548,0.109
664,4/2/2019 2:30,1.548,0.11
